sub_str,num1,num2
FOUNWYMAYFPSNYGZQBNI,8,55
XWPBKLFXERFJRGTBNQKI,9,53
PNSWRLOCLCIBDLHPOZGF,6,94
DEVVOYBOZPOXANWXTJMI,1,94
XWOPUOPYGEKTTUAFINZE,9,29
EIRGQFSAECCJHDKKFBMW,1,93
FYRWIRBTJBIRQETVXZZU,5,43
FJBWTNGSEMGQIYLQIHVK,2,35
IAPUYXZUUQDJSSPANDRD,5,68
PWRQSYSUMHWRYRRILQLB,9,43
FOPMHUSTSIAVRUFFZMMC,6,47
VPILODZNGERPMOWNYFYH,1,28
DXWUHVVAYUDXTVXFMKTQ,2,67
YEUKNUQJDUKRZZYAFATM,2,25
HWVXSQAFWXDAMVYOKRBQ,1,84
BULQVQKUEMNXSJLPKBTS,7,96
ZXARLHBVZKUHMGGZCTJO,3,44
VCGDJCGFMEHANHGPHDSR,8,18
FSBKQIFVCYCERFRWCHWO,5,13
TGHZQCHSTRGSOBDXLYXH,10,96
CYUREWCANKRVIARUHYUM,2,94
VETAIXNTXBQCPDWUQHOP,5,72
KIGIBQBTSMJMYHPTQNDU,5,30
HTAFAPXZKNDJWUCKAQNY,1,83
MYMEXHGZHUQKGHBNYLLY,6,40
KNIPVYRVDNSVRGLSPGEF,9,21
WNSCLJCEXMXJQKRPUKZE,10,33
EROZRYTGECDQCKENSPCH,9,43
DKGWIBTXQGJQPCCTKBKO,8,20
KNOXPEUFYNBDLVCCORMY,5,72
PUPWMNCIUFDASOBNGYDL,6,61
ZKWZXFWOCROVGZEWITDX,4,25
XCQJERBBEFUFGLUPZUTF,6,10
SZZCTXKLLUMKPVKOCWHS,8,39
CKDFPNVBXZLAZOQPTHXR,9,26
GNNZJYOSRIGBCMCUTOQU,5,70
MBSLCMNDVBJKPDXJVEWT,3,65
UCRUQMYBPZJOHQNWYDIJ,10,34
WKRFYBCTCLYVOIHPNCSH,4,91
PINSGYVDNYEOFNLEWNTI,3,73
DOKHNHRTVEKEORZRPHCQ,6,98
JSLXKCFIHEYHZLVBKMEI,7,74
MCUITVIXCVJIJUEAGHOD,4,86
LKRWAYKVEFLQAEZKROSS,1,81
MNZVPSBGCWVSCGZKTBZP,10,90
WUCWNQRCIHBEAAHIRIQS,1,13
OXCGWLVMOEZDPTXKOOBZ,8,83
ZVUJYEYQBKJAGVCZRIQQ,2,72
KQNZWALUITFRAJIVALRE,7,79
YJONQLKBSFCHWIBTJRJL,2,95
JKPSUGXUYWBMBKOOEWJZ,6,68
DQOFBVKFJNZQYIWXIPBY,6,14
CSEYBCQQMSIKCZYQIQMX,1,34
OOKKPZQWXMRRACDXPEPG,10,82
ZLNOHGYEWUVZJRLSNRZX,1,86
WTXPWHOMHZSZOSAUJPLI,3,36
CBJJTPEYSUEXUXOVJERB,5,47
KHLZCCBCMUNQPAUHJNDR,5,18
PFBZZBOITKGFZZYMPBUJ,2,16
FGMNJYCALGZGEUCEXBPF,10,66
RHODCQXFQJRWIYYAXYDI,3,88
VTDINCUAGKQLNSTVCWGO,9,64
WLKYJXANSYMFVWACKQQJ,2,44
RYSEHIRUBEETIKCQZHVD,3,13
THLABOKSMWAXUVTLUMEC,4,32
XCWWABTSUTISUQQDXQMB,2,65
HDAZRWZQHZFNSMKQCMZS,2,73
HETTRYEKAXOZRBXAKNAJ,8,52
JDATDZJPXYYPQWXUFTCB,5,43
CQFQRZQKIZFJLWTHVELB,9,80
AAXRCJCTLYSHNFULMFYE,9,43
HVSXOOVKDZTATPOZPXEO,4,42
JGANIOJCYVPHWUZECLIJ,10,60
AHSBGOJLNTESXNICUEOU,10,10
YSPTBDYRQTMVGECHXZOW,6,57
LJIKYKEDLGOQPTKHWEWH,6,93
LFBFUAPXAUMEYWLDQTZP,2,43
JBWJHFAKZXBVLNWPTYLJ,9,72
WPDSWRDUHUKCOVJYUFNK,7,88
NUSDMLXWMUARCCMXNFZT,3,21
AIZZYNSPVRIRYEBMLTQN,4,53
UZIYZCWHRLVHAXACXKDY,9,28
WQIDGOWVMFIXQNZTSKIZ,4,45
PRSBNRACOLRLBVTYZMGA,5,96
KPHGIHHJSVTVLERZAHVU,6,78
RSTKIWFWPOGKGKOUXWJA,6,14
EPHGSTKFVBLHIKDZGBON,3,23
GYCJKBUSQGWZFIDZCEKQ,7,77
PSMMFFHBMWDIRHEOMBSE,2,65
OXQWJBQJBPYWFGVAXGTP,3,77
VYDCPHKUDJWAPFKGDODY,6,92
ROZHHIEHGUEVSDVJETAF,7,98
PGCTQDVYGPRWKYZMAKPC,3,85
KXJVMSPGXKHBAOVDEDYO,6,31
CKIZUVXNWLXSEEPMZQAV,7,24
AJLGQTHWFLRQGEOUKLPR,10,19
PAVPMXTNFMKVVARZWZKK,1,44
VFFXKERHRXCDARRIZBXF,8,14
FMREXYFDFJJEHUXYHFJH,3,34
QZRQENOCYFYIPMTOQXGC,9,81
FDUTFIOTAZTKBYOZSSON,10,84
KVRBFMEFDOWSFLYGKBIN,1,67
IBSADBIYIESQECABXDQU,10,99
HEWQVOVEOAIEHHEPRFUT,9,32
ADUIMBAOUUBAUEDEFCPG,4,49
HXOQAFPXLIUITQPJZNCV,2,74
PIGZOEOLEAJUEAGMPVNB,2,24
ADQNFJCXXFKLEGFCYGQF,10,77
SUBQDPVXEGIMEOZAYPJJ,1,31
SYDAMLUNXJCIJXIMSPUN,8,47
RQCNZYYXQSHDIWAMHANK,4,71
ERNZQOOPDOCDXAIEFCTG,10,78
TKUYRDGFNEROKWGBJEIZ,1,64
DCKZQVOSJUUHQPHYBGXA,9,35
BTAWNOVSHETYTXJQYRAT,9,74
XBAIQQQGHEENNWBNORNR,9,78
MGGMDOKCUXZMYOPSNRLX,3,53
CBIYTMRWVSRITCCSXPYF,6,71
THSLCJKBBCBRNYJAXECK,7,19
FOWDQJGOCSMTEDYILOCR,6,97
VSUVHRLICVDKGJWLXMIG,6,44
LVDAAUUFXSQTUUSSVTBT,8,50
WGHWPSCZJQQOTNCJSDMS,7,60
CALCEFNUZYPCNGZBWPCG,10,14
THJUNHXHRXDVTWRFVNBL,4,25
LSCRVFWKNVSCNOGKEDKK,1,41
OKXTRFSODGLEARPKGNDZ,8,54
SZHAWVBFEAGTUKWZGBCF,7,12
REZFNEUGBQPHRJHBTIJP,7,75
XCJZUZKQWPYRFPTZCSRR,1,87
ELOWZIYLACTBFTZOXDJY,3,81
RFSOANCAEUPPOBZCIZIP,4,10
GFSGLUVDKRCAYEFZSBGX,3,37
NLDVNCCMCYEKYWTMIPOL,2,16
GUIQACASNCSMWTDQGHSV,7,60
VPJCPJIWSPIGQZPIOBBL,1,86
FREWXPWVGQHXVZYQNTAZ,4,16
NYRQACFCUXMUYLXCCLQG,5,93
WGGCSFNPPXLILFRQSBBL,6,70
PYOFSFMZIOLCYEVJFBIL,4,33
IMXNMVPLTOVENYUCSMOA,6,30
RYNNWNKBGHJALBWTSHON,6,53
ZWEYHCJILYEZOESQSCCS,4,83
BFSQYVAHGXDVHNMESGJE,10,53
DFMJMMFZLSMHJOLMRTCS,7,12
MQRNLJOTSENHVBQUFADY,5,26
UXDTKVBHHMKIXSZOXYQH,3,41
GFHCPLITLMZAYISIOXOV,7,79
WJKPFIDPSUVMRVLQQBVZ,10,98
NMVTPWTQKPYYPXKTWDZK,3,87
BRLDSRIYSBKJTACYCDON,7,59
WWMCBYVMTSODUTCCWYYP,5,10
JFUUUBNGMHWWKOFLWOLG,7,50
VKUMWTQMJOUOGUEDTJTR,3,28
JGPVYOYOHTHSUWFLFZWR,4,78
FLYXHLQQLDWTQTEQBBQQ,4,27
PKUBWBOGZPEDRNVKWBAX,1,31
BQUIOXRNUVCKWTWIIXHM,2,17
CQZUQEQBBOQXBJKTZOEG,7,64
EMKITRTOESBONBBUPYJB,3,83
LWAOSWZZTVPVLLINOYOH,4,92
EKBMQPTDFYFKPJZKYAIX,8,29
KZHGDHKZPZUNOICUOBEW,10,46
KMPOBIEFGZVGYRCQNPQO,4,88
QYLPUJYSSKILMEVQNIIP,8,68
FVCMEQSBWJAVFHCJLQJU,4,53
IYYRQZCXFCOPXTQQGTYJ,5,89
GDBQHEFYXHFVLHJUADGX,4,13
OJGERKNKYYRCVZTOQHXJ,6,77
BXCHKMUTEVWDOZZLRQBX,10,30
ZBJEKACNLDKLDMEHHUDT,5,22
NYXPKFYMVYWCTORCYICH,3,99
OIGPXGIYWUDGXULCLEDR,5,80
EDRLDIPQQGGZMHSAUQKK,8,89
RABMFSSIKUIOPBXAFSVG,7,96
KEEDXZHDPGWIRCPYWRBN,1,56
JSEEETDBZAOARAIPKJQE,4,19
BZZYSCPEOUFFKYWHYRUX,3,89
GJUYZLAFOSJIEOCPQBWU,7,32
XHUJJVVGQKKDMPYDAVZR,8,12
YIYSMCHZQQYURPVVRHNB,2,18
UHSGQKKRZZRMVHLEDEOU,1,41
TRJXCJTWHSLSSHHWKQIY,6,26
RAKDZZCOXCMUVRTMZLJW,6,27
VCJARINWAJCSJCOFYULA,1,72
QYZYCNGBFVQNEEWLUHIC,8,73
JXKPNKSFMSDWFGLOXOJO,4,34
UMOBWFCBGGEQHORZJTUC,10,44
SGABATBGUMZNLIQUXNEA,10,44
OOAEMJQRMMUGYMFVOVJM,3,57
QEEHGDOOQFUNQCFZEMII,7,53
RJBMXVZCZJMFVJDZTOYU,10,34
HTEWAGQLTEECEWCZKNIC,9,13
CEREHQKMKWXGZTXXCLLV,9,34
IRAOXOTUWEYJSTTVCNTJ,1,77
YPVQAFXGPLCOOVOTOTBV,10,20
WIOFHIYSYNNDKQXNIVCA,5,61
KWJMMQHMCRHUAIMSWWSB,4,37
YWSTVJLNDFKMLOPKFQTH,7,55
QDJHXOSRTKJJALLHGFLG,5,49
LSYWELMSSXUIMOHEANBW,6,55
BEAOLFRHPJCNIXOMQXTJ,4,63
DKMOMSDBDJJJUFYPONXO,9,43
PJRLLTFAOBMJZGHBEIAN,9,30
NWNYXBJMPKYCWYQGKZMI,8,80
WUBQCBXCHFHKLYQPXUID,6,10
HTMYCRJCWBVQEHUMDJWA,1,97
LIVFIDXYENLFXVUVRZVY,9,44
QHMMATZHWIYVOIUWPHQS,5,74
VHVZHXTNEWHJTLZYXXRW,5,39
HXPPLKBMOTPKCUMWSDJK,5,80
DIYFUNVSEPHCZMDCURBF,6,71
EYZCYLFIXYQXRQMHAARN,7,41
YMWYBBKISCJWGFRVQHGO,7,56
SBHZBCUUTOXZNKFQEKXQ,3,32
OSURJUCWSPFXLJWVNXWK,8,91
BJBWVZVAHSDCPEHHFCNX,4,46
AMBQXUIXEMMPYIBTPMVQ,10,72
HKRHATFCMAPQLSSWUEZX,10,17
ONQJSOSPWEYOWPKLKBNY,4,80
NFIBWWYLSAZSKCIEFWDT,5,65
JVXNOVSDPKACPIWSLRQS,6,94
LUWUYKSKZAFIIGOJWITJ,9,20
ATNLGHNTXFNDDKASNZPT,6,79
DLJXJNXUCBIIXTIJPDNO,5,92
KHZIUWIBPQHXZAVLFFQI,9,65
YWKCBKGHAZHQXOBCRZHC,8,52
UPHVQGFJGQJNXKJVNIPV,8,76
EFBSGPYDOPKIJTSZCOSP,7,32
KYDHFPCMXIEPDBHBXEDV,1,28
EAFTHZZIIBDOJQGOESMQ,4,22
OGTFDVIZNODLFJKVBEVU,7,57
RDJPGOYPXXRRPDKIAORS,9,96
OHMDBIXITLUBQXFKQJGM,5,45
TWKEDTSHMDQPTMBYRIPG,10,99
DXQZXWLUIOUYGKZYNVON,7,86
RDHXZZUWOEGHXNKGKDNS,10,51
RXLHPDHRGVBAFIHQTHEB,9,15
GIWTOALQPEFDUUSENEAW,10,15
VTDMULPMHXTXNRABSNLN,1,34
AOQWZAZXHCXUVLKNJFWB,1,92
SPTFUSKTEXAGTQFRNELO,7,90
HZMQXGITXXFJQOEUSWPA,8,97
UNITHEERMYJCMDAZYIIG,10,17
BAUWIUIAJQTLEPIOVQZQ,1,35
GTQEHYNMRCTEXHVYQTNI,7,84
YVBTJVFHJRXDIVEYFFPV,7,28
BAYZJMGZMLBCOSSCQZWL,7,64
LGFIQBDZTEFPNNSAWLPC,10,51
DMTWAAEIEAFQHCQGTVKM,9,33
DUTISDKHZIIECWIDFTGY,6,14
MCOJKSJBSFEJXOSWRTMG,6,44
OWBSAVCGLSJNXBSXOEUK,3,76
ATEDPWPESDPLODTSBHCF,9,57
QLKSOSTSQBQGTLBAMXGK,5,18
USLUAZNQDIKSBBAHSSAD,9,97
VSDJZPKVIGLLIHBQIHKX,3,37
GQTRWNVTZYTRWJFSWBOH,2,37
FEYMVPIVMKBXHRPFLCZV,9,53
FCPJIMONRCSPOZXQCDZU,2,52
UEFDOBJQREGOPRDSBRVE,10,43
QFIIYTJUQHYBHWFDOCSV,2,65
AKWZHFIUPSVUTEKWNXGU,1,59
ZBLXFSKRZQDYNITVQMVK,9,10
CJPXEQZHWQZFGFAYVRMX,1,56
WJTAOYTBUDYTXVRFQSBX,8,100
GRNUIZFAHFQHSIEOZFGQ,4,73
LZYTXYBVGPJAKNRLKUUD,9,55
WZPETJWVCULARGTEYXUS,8,12
RHSWZZEDDZHFNKQYBJCC,2,61
GZSZYTFFGQEEDDAKQUAJ,7,40
GHLUNPVXDIKJIXUFQMPW,6,71
ZCQYUQGCFDHEGEOUJBVS,8,11
TDTMTRNCKBCAAIYYNDRI,1,53
VRWDQSSPQJACJWPZAHME,6,55
WKPIDRLODHLDGDEKQOGI,6,70
YXTBJSEJEUGJRZJKRYUN,2,98
JJMNFSYTNYPZAMJLCHJI,7,97
VIMCSHVNPJMFISBFSUBJ,1,32
HYXPHYMTRRDTLEVMRDOP,6,44
DSDGVWWUUWKAQFIFJDVP,7,28
NVCWNKQIYQBCMMOBAOJP,8,24
DMFJUFFULWNPLCMKIWWH,2,77
NCHTHKPPETBDJRTMTUCN,5,29
DKRLBCPNUXJCNEYXKYLP,2,95
NANKPPPETDQHIFQKWOUM,9,38
ILIPSRPOTXBAFWGQEPLM,1,10
TAZPCKESPEPXQFKQZUGV,5,36
ACUADUQVMSKMNNZLFPKT,3,14
IWMYMYVITSOBMVWMEWTO,4,38
OKPZAUPCLDKCQHZUXZBF,7,39
KUFVISDZBJVHLKSZKPFL,6,54
WLGJTFIEPQLFCGQKPJAH,9,12
QSIUBKOWGHVZOLAZGTOS,4,28
BKBGHFNUEGZCUJAZAPNG,2,73
XACHPEPTVJZMFTMFEGJJ,10,56
WJDPAJUDSLGCPSSHCVUI,10,98
IZSTWTMNHZKUWYXLUVVT,9,79
FTAQBVCEKHOMUQBBOIKW,8,54
KJQTKFLSVHCBNUGXLTKQ,10,86
ULYSYFRIWXIOSJNVUMJJ,2,81
HFMCNVWLLWTHIMNGEISG,5,50
AXCVWQNRBCYNRUVFOHWD,10,13
BWGZAMMASUAJNASRYYEY,3,64
VDXJRMFIXTOGTUMRYEHU,1,54
HQPUXLYAJMTHIKJMYUPN,10,89
WXNRWLDODMKJAUIFCIRX,4,22
UNUGZFRZXRVVOEMBFBZG,7,76
HWXJFDKVMXHENEHRCMRJ,5,55
TGUXOBBVTCKAWPQULJJS,9,87
SSQNTKMOLGPEYRVKRWTO,5,24
YFTKRDPPTHUXAPLPJOZD,10,20
BYGJDENQYRURPVDJUIAA,8,93
ESSQBXGRUMTWPNKIDLXA,5,44
ZIODAUUYSORQHZTBNSHF,2,24
AKYPWHNQTGRSJOAECKQE,10,94
XQABYKAERDKFDHPVZZFL,2,65
MZPZGDEMKIDALUTHYCIS,5,11
TOXJJWTUZTYFAZENJYZS,3,37
KNWAEKKXAIDBUNMREKPJ,5,60
HCHTPGUFKKBKCCULLPIS,4,52
TIIGMVVKEROPKBXGASZW,9,93
MCHSAEZQHTQAGQTOSSWG,6,30
JBZZOMIUDOMVLLRBYKFK,3,21
FFGPFODNVSJNYZYQQZQN,9,58
ZEYHABLAOVJAJOFSKKKK,9,39
VGDJDSRGHBXEXQYRSDKG,7,15
OYJRFYEREBHASJZXQXTE,10,69
XNTJEFSWFYKHRIPJMMLX,1,41
TMPUTRHPKZEQZLCDKKVE,5,56
GXESVBVUBCNJTRKSYAXX,4,75
VAAEXUKOMKYCEXOUCMBP,2,48
ZFJQMNKTIKNCJRMRCEUT,9,36
ZOZRTITMZCPOIEPFLZAY,7,91
GJIDYHINJHWDWVZRJBJT,8,57
RMZNWKZWBOSJXDRJFZLK,9,64
LHSLRCOJGDNPQYCHPRUF,10,97
TEPJBVQVIHOJGEYVHNEJ,6,12
QVRMTWPJYLCEMTATENAC,7,34
YUMFOZMTZYXVKLJCGVMR,3,55
QMQRLPBWETXYNCUYAJJM,4,65
WXANCSDDLCIAHJDTHSIT,6,24
UXTLZMMIIGYUBMFYYHVD,6,63
LVMBJUICLLWIPKPROORV,9,87
UHNWCKLYODUUCEGQEKDV,3,82
CHXLCPDJJWCNEDQKEUFX,3,76
BOSIPVHASANZANIQUJME,3,92
RTTGYICOVSWFWXQYTVKL,6,83
CDMATMUXQXUQQFOQZVGQ,10,34
RMCPOAOIGMMTQWRAIQSM,5,75
ZQKSBTDIZMECVUZTPFPW,2,49
OUITVMKQABXVNBIGKBQP,4,49
LONDRSUTWBNGTHLYZVZY,2,87
FBACBIPTMDEHGIRQPWNX,10,21
VIMEFZVQCEBXNIATZPSG,7,97
TNGACPLAWVCXWWZHGMNW,3,54
OIOEWEMDXSTSLBCZJTMX,6,84
GFVQAFEKERZEAECCWAUL,2,12
NLVGCSBVPZSWFHLTWFRD,6,95
BJEVBGDUYREFAEPILYXZ,5,11
NLBKOMHMWDMZLRUPQGCU,10,88
RQOJCXSUURMTVOTUJVKW,10,28
EREYINULCXQDLKDRKAFP,2,42
NWOZJFHTANRQYEYHWQRW,4,23
IMJAUBRZFRMMKEURHZNR,10,100
YJGYYOEHHRDUMIVGCJRG,2,34
VCQTKONUHIGXCFUYDNCQ,4,14
AILFMZBRZJRFMGECNVET,10,86
HWWTKUBFBAHQUDAXBGAO,3,78
YCRNGDGROPQJMEVZQRMV,4,11
JREVDQBTRURUYXJQVIVQ,2,85
FEKJWBRSQPGGAODJLYZU,9,63
KSIDDFLZSCHKPLUVFORR,5,10
WBTNJXSCYYWASCAKKYDU,2,31
ONPVUVLGGYXBQUMEXQNS,8,43
KENRQNCWJOOYEIIJRUMI,6,20
DSZILTORBWSWKLWYKXPN,9,85
MOGEXQUZINFDJVHMMUWX,2,60
TGMRYHQYSVHYMNRDOIMK,9,99
XSXYPMYCURRFRXAQBUFH,9,28
VTPBLBVXEIRAIYVTPWFQ,5,83
LWRFCQXWGMQHVYHRHPRE,1,37
NHBGKMFVYVBDOUNZNFHM,10,54
HAOWMBFSXRYGUEYISTNF,10,69
MUMYQFGBZIJSKKXZDTZX,5,81
MEUDERQNNIJMNBMITSJE,9,50
CEVNVVZFACRWLQGPJYQH,3,92
JMVVXLUZSMACSELUUKYO,2,75
HFOKYLFAUPIGAXLGSOJW,5,89
EHEJMWFBWRMTYFVQTISZ,7,15
FORYIKXESLSAYRSMCZTJ,5,78
YXXHQODZOZKZFYMXCKTD,4,96
ABQOUNYENQHIBJCDQGCR,2,95
QRBGMDQACCPLCMMBBFWA,5,29
GUPBUGCWHRYNPGXHPYFJ,8,68
IFYCOTTODOEIGEMNUZJH,10,15
LNDMYTNFTRMAATAZEEFT,9,88
KRSAREEUFISIQIBALSPT,6,82
HTDJRLMPROGIVPTEKYUI,3,72
SIPONXZXXTPMPVGMHYKI,7,16
AVELBSUONXPUGYSZXXTB,3,68
HWTEMRUGRRDFWDOBEZGE,8,10
FANIFVZSNOWJDQUOXXZC,7,64
TNWBRLIVYBJFLHCWMVMY,7,85
EFMQTYTWVJYLSLQISCGM,1,80
UVTOKDTBGKQTRWTHGHEE,3,86
NPLGNKYWSFUPRETYYWXN,5,61
SIYNXPXBLKBNKIEOFPMH,6,34
ZKEWNUSALGTLSPLQVZZJ,5,46
UGQIFUDFDWZSKAIUNVIY,7,37
KNNYNNBRQPWPMGYJODRW,7,21
OWLKLNCPPJRLAMZMKBEM,7,74
NONXHYYIAFKNYBTXVKZS,6,42
TECRNSIJDQPRLPWYDLVZ,5,39
PPLPYWAEFEHPUNEEGGKN,8,15
UMHCKPWILOJWCLVGSDWC,1,90
GVXCPHCLCGCNNTHSTTOY,4,30
UMUYIRVRHIPCIYAJMMFG,7,36
VNIFGLUCZFPGYVOBCKJU,3,80
CHIZIPZRCWKDKMAOWWPZ,6,87
VWTZDGDYGOITXELDFKER,7,29
DHQPWHLIYOOTDOCHTAFP,6,66
QNZRIYSPLJDBGKPLVOUU,9,54
NRUBPBABLPHBVVQBGEJP,2,80
IYMRWIQSACZOAWOTXEEF,1,34
ESTQGGMEYCXCKRTJADNN,10,99
CBDRIEQTHBORFIVQIRSE,4,76
EXCPNNJHSEYCCFFSWAGO,8,32
EQPUUTPDLSBRMVBGSVTJ,4,49
ENYKCLFGKMSODSMQVMIE,1,18
DDDOGQJHMYJZVAOOMKEY,7,79
BWHDAZYTCQVHQMGMXKBH,3,57
ZFRXBVOCCCSZQOAQYHDO,9,93
DLOOUKDUJHGAPGUEAMSW,9,51
HHTLPCTXNMOFMZDQMKBF,4,78
IJIBBYBBQFHRJRJKQNXM,1,27
TYKYTUWKRBMTCZGCWYMO,5,59
MQVOXPNLOBFLZESIHSQA,7,43
QAGUBRZYIUEVBUFLZEFI,2,67
KUIQBGSCSPDSGVBNGUOR,2,94
WNYLHHSLJGUTOVHKXSXC,1,42
BDLRPCBUAOMRNSCSBHJO,4,80
NCECNYSPFQCAWVNMYFDR,8,67
WPXPJIRRVTIUQUPBSQJO,9,45
NQFIJXUUZWPBDDFOIHCO,2,69
NNDNZMTBQDWJBRECLYMR,8,30
FINCMQTUYOWEAEKDYRHW,5,90
TRLQIUKQWJPYJKGCSMGK,5,15
SWYJFLNSRALBTNUORCDZ,4,40
DUSXLWYCHGOIODHUCTKB,9,37
AGNVRMOUTKSDGSHHIHOL,3,11
CHIXUNSHGHFVTIURGUYW,3,65
IOKQISJXKPHPSJJCQUBK,8,83
ZTHUATOTQNVXCXZAYLWL,10,31
RAJPRHGQRZUYXRLHHDAG,1,47
SQAJVSRDZVDIPJCUZASZ,8,88
EDGWCMOJARVPJIILDPIC,10,34
NHKMDTITMHJBSMMPEOFY,4,31
ZMIJEKQYYNLEWFLQFDMZ,9,62
KWJTFSDNVMTFCZNCNBUV,10,84
IUXXASFPFOKOWOSGLLTS,10,69
GCQHIOWVMGMLXWWDKVFJ,10,41
FPIEHTRVXHMVCNCDMUPV,2,76
TTVAVAXDCRUFEGVPVMWP,9,74
OSWJUENEXCXBKGFOJAVT,9,78
DGCVIDHYDZTLYYTBISMA,7,31
VRMCLAKZPBPNTKORNYGY,10,74
YEIQDSWFYGERWIYNDKWA,10,17
MHWRWCOJKJBVWTTQZBNT,1,93
ULZVYCNCFLONIAPGXSCD,3,96
TEOXWQGIVTFFOASPWQIM,3,20
UTOEDVUWNEIEKFISMECB,8,64
YHKGWVRLRCCWNKPCRXTL,4,72
CXTTPIFWSCIHTEUIWDCQ,8,45
KLRMVKDSMKSAMASWKZAX,10,93
AUPRILOTOVUSOFDOETWU,1,88
VJKDONXDMDBBWEXWFJSF,5,79
DSCRYCFGITGXGRSBTCZB,2,35
VSJYFAZJQSNGMWEVYIOO,1,38
IDYWNIPPWFWTKVEYQIDG,3,68
CPIIYDAYFWCYGUWLWORX,4,21
UMSMLOFFVKRJXCIWJOBE,7,86
CQUXNMOFOAUVRUURBQJY,6,30
GIYUEHOVSWEWRIZOHSJE,7,14
IVBMFEBGPGDUCVSSMBII,3,72
BHQKEWLEUBBMZKSIHTPS,1,56
BEMRPEHPWIHZPQXAVGWR,9,30
YINRYYDQRRSIESTQBMGC,4,12
HIKUFMPDBUWOOBUMQOFW,10,53
FCTUYUHGIIYFASEQXREW,9,14
UYGZIUNXDTKFXRGUPSQN,4,53
IAJNMSAZYLSMEYQLGNTC,8,44
FDIDYTKSNJZSSBZPGWUB,9,97
BHCMAQMPKJMNKBXGULAZ,10,65
EUIONXBOHNDHEMOZAGET,4,38
XDGWPEGBANAARSYIOYVQ,3,61
EYPKYCJHSRNWVYOEJISE,8,25
FWLHWILEFMHYOXOVNNFN,10,47
YSMXULIQOZZJGWNVGIAA,9,90
YMPFXSNXHBNHFPKBTJWV,6,20
ZZOFSPEBPDZEWUVFJNGJ,3,70
PBCDHIUJWYSQETORXOOK,1,69
OTAYJCZXDUJZBUSKWBVZ,5,80
YLBRLLUTOVUAOPIYLAMZ,8,99
WXMJFBISZBJTTWUNBHEN,3,81
CAEXFQCZCGPAYFHHIZTL,8,54
SMQJAUXSWZCKIWRCWWJW,9,65
DLHLMTSOHVZNHREMEUIR,1,29
CAAIDQJGVRMSNOCQEJKY,10,37
OPNHIYASYVSTKWRRSSCF,6,24
ARMCQLZVPRXXOGETWXGV,5,78
XLKEXRXNABOXFWXSAUCC,4,16
XHOGUNNSIXENQHFVOXVV,3,36
LQKSTYNOBWUKOBABMPIV,9,69
KSMCFJWQABIHOEEDAUKT,7,84
QYROCDGZBBJOFMGVBQSW,7,76
SJZDRYDUYUWJOVGBDTFE,4,80
SHMKRPBVGEIYZOLEPXON,9,94
FHUCJBIVFQJYINDSMEWT,8,55
LZDKRCJZNQRGWBABEISY,2,68
XYETDTSIHYWRZTHWCVQI,9,60
ZELMNFUFDRUKAWHLJNTA,1,98
VQGQJYNJKBFHNEPRKOBE,8,77
ODKMUSNDKEUEIVYOWANK,9,90
ZKVHACYENFFMRCMEDWLU,6,57
MRRRGAXCQXLPUUSZOEZW,8,88
YJVSEWEBNUUPFVLJRKHN,3,49
ICCMNUWSJLSKNSKSWTUL,3,59
XPHZQJVBSIGCTCEWXLRL,2,60
NQWHYXUQZZYSRHAQJJCU,2,72
KUIJTGZHKZTBCNZCSXSW,5,74
LCQYAEJKYOSJQAORPZPW,1,98
RVMFIKIYMWMWPDRCQVSA,10,36
BXEGULMBELUJWNLIHTEZ,1,86
IPIONYIGWPMPLSIZAPEE,3,52
VUDJVHGOPBMQJKPZYIII,3,45
BMKJXNPRYGOTFEEGPPNZ,5,81
XUSWXKDEEKXRHAGTECDI,4,100
SPJWNNWPASCCSIEDUWBJ,6,75
UBMEKPOOFFMDZWRLOHGR,4,10
LLRJFPSDTBUZWEHWQKKZ,1,51
EPSYBSEVEZROZSVVOSYG,2,79
WPIPVKGBJMBILGZCJDSK,7,77
KNRPOQUFHBQEOOOWDXYH,9,20
LPJUIRIALUALXARYTVQB,5,61
SUHFZTQWJBMEDMCDESSE,3,62
LQTNIIQLUXTEZBZYTAUH,9,80
BNKOXCWMYIEZWFFGZCEG,3,25
YAVWBVCWWXYNTZFZTHOZ,3,76
BUZRFUGIJPUAHSERNVQA,6,60
LXQYHLLIVWYBQLELYGQM,8,47
JULIRCSJWOPHLFSFMDXM,4,63
YTSOZNWMGSWTXQMWWILP,2,75
QDBIERTGPGFKYAZGONRJ,9,78
QYSMXNNRVBDJMRGLBEUA,3,84
HEWKRLDXCXMLYBFVJNLZ,4,64
EXSKIIWFBMSCYMURAPZW,7,45
HCSNVLBWOJAOKUEFMOLY,10,60
VFERYBUJGRDAEFFHATVQ,6,48
JUPLEZRTUCRJGWTBHRML,2,50
DZVARODJXKTMGSEHCAQV,1,36
OWCNWAMFKKALORWCNSFP,6,55
HXXTDCDGERBDDYQEDZDD,4,53
TNIIAWPCZWLOESWQABFQ,1,43
XIJMUJPBCLBWYVFFZJED,1,45
QQYLRUPEHSKHJJNERNVS,9,82
HXURGYKSRIGEPJMLTHON,1,53
HXRVPPITYKLTDZIHPQZY,8,43
LIWDPWJJDIGQUERZORVS,2,12
NEGUQWDTHBTHZJDZCJBD,5,88
NRAIRTEIHFNFXXTTPKEQ,5,84
